Symbol,name,Name,Sector,industry,Summary Quote
FFNW,"first financial northwest, inc.","First Financial Northwest, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/ffnw
FFWM,first foundation inc.,First Foundation Inc.,Finance,Major Banks,http://www.nasdaq.com/symbol/ffwm
FGBI,"first guaranty bancshares, inc.","First Guaranty Bancshares, Inc.",Finance,Savings Institutions,http://www.nasdaq.com/symbol/fgbi
FHB,"first hawaiian, inc.","First Hawaiian, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/fhb
INBK,first internet bancorp,First Internet Bancorp,Finance,Major Banks,http://www.nasdaq.com/symbol/inbk
INBKL,first internet bancorp,First Internet Bancorp,Finance,Major Banks,http://www.nasdaq.com/symbol/inbkl
FIBK,"first interstate bancsystem, inc.","First Interstate BancSystem, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/fibk
FRME,first merchants corporation,First Merchants Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/frme
FMBH,"first mid-illinois bancshares, inc.","First Mid-Illinois Bancshares, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/fmbh
FMBI,"first midwest bancorp, inc.","First Midwest Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/fmbi
FNBC,first nbc bank holding company,First NBC Bank Holding Company,Finance,Major Banks,http://www.nasdaq.com/symbol/fnbc
FNWB,first northwest bancorp,First Northwest Bancorp,Finance,Banks,http://www.nasdaq.com/symbol/fnwb
FSFG,"first savings financial group, inc.","First Savings Financial Group, Inc.",Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsfg
FSLR,"first solar, inc.","First Solar, Inc.",Technology,Semiconductors,http://www.nasdaq.com/symbol/fslr
FSBK,first south bancorp inc,First South Bancorp Inc,Finance,Major Banks,http://www.nasdaq.com/symbol/fsbk
FAAR,first trust alternative absolute return strategy etf,First Trust Alternative Absolute Return Strategy ETF,n/a,n/a,http://www.nasdaq.com/symbol/faar
FPA,first trust asia pacific ex-japan alphadex fund,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fpa
BICK,first trust bick index fund,First Trust BICK Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/bick
FBZ,first trust brazil alphadex fund,First Trust Brazil AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fbz
FCAN,first trust canada alphadex fund,First Trust Canada AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fcan
FTCS,first trust capital strength etf,First Trust Capital Strength ETF,n/a,n/a,http://www.nasdaq.com/symbol/ftcs
FCEF,first trust cef income opportunity etf,First Trust CEF Income Opportunity ETF,n/a,n/a,http://www.nasdaq.com/symbol/fcef
FCA,first trust china alphadex fund,First Trust China AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fca
SKYY,first trust cloud computing etf,First Trust Cloud Computing ETF,n/a,n/a,http://www.nasdaq.com/symbol/skyy
FDT,first trust developed markets ex-us alphadex fund,First Trust Developed Markets Ex-US AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fdt
FDTS,first trust developed markets ex-us small cap alphadex fund,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fdts
FVC,first trust dorsey wright dynamic focus 5 etf,First Trust Dorsey Wright Dynamic Focus 5 ETF,n/a,n/a,http://www.nasdaq.com/symbol/fvc
FV,first trust dorsey wright focus 5 etf,First Trust Dorsey Wright Focus 5 ETF,n/a,n/a,http://www.nasdaq.com/symbol/fv
IFV,first trust dorsey wright international focus 5 etf,First Trust Dorsey Wright International Focus 5 ETF,n/a,n/a,http://www.nasdaq.com/symbol/ifv
FEM,first trust emerging markets alphadex fund,First Trust Emerging Markets AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fem
FEMB,first trust emerging markets local currency bond etf,First Trust Emerging Markets Local Currency Bond ETF,n/a,n/a,http://www.nasdaq.com/symbol/femb
FEMS,first trust emerging markets small cap alphadex fund,First Trust Emerging Markets Small Cap AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fems
FTSM,first trust enhanced short maturity etf,First Trust Enhanced Short Maturity ETF,n/a,n/a,http://www.nasdaq.com/symbol/ftsm
FEP,first trust europe alphadex fund,First Trust Europe AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fep
FEUZ,first trust eurozone alphadex etf,First Trust Eurozone AlphaDEX ETF,n/a,n/a,http://www.nasdaq.com/symbol/feuz
FGM,first trust germany alphadex fund,First Trust Germany AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fgm
FTGC,first trust global tactical commodity strategy fund,First Trust Global Tactical Commodity Strategy Fund,n/a,n/a,http://www.nasdaq.com/symbol/ftgc
FTHI,first trust high income etf,First Trust High Income ETF,n/a,n/a,http://www.nasdaq.com/symbol/fthi
HYLS,first trust high yield long/short etf,First Trust High Yield Long/Short ETF,n/a,n/a,http://www.nasdaq.com/symbol/hyls
FHK,first trust hong kong alphadex fund,First Trust Hong Kong AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fhk
FTAG,first trust indxx global agriculture etf,First Trust Indxx Global Agriculture ETF,n/a,n/a,http://www.nasdaq.com/symbol/ftag
FTRI,first trust indxx global natural resources income etf,First Trust Indxx Global Natural Resources Income ETF,n/a,n/a,http://www.nasdaq.com/symbol/ftri
FPXI,first trust international ipo etf,First Trust International IPO ETF,n/a,n/a,http://www.nasdaq.com/symbol/fpxi
YDIV,first trust international multi-asset diversified income index,First Trust International Multi-Asset Diversified Income Index,n/a,n/a,http://www.nasdaq.com/symbol/ydiv
FJP,first trust japan alphadex fund,First Trust Japan AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fjp
FEX,first trust large cap core alphadex fund,First Trust Large Cap Core AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fex
FTC,first trust large cap growth alphadex fund,First Trust Large Cap Growth AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/ftc
FTA,first trust large cap value alphadex fund,First Trust Large Cap Value AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fta
FLN,first trust latin america alphadex fund,First Trust Latin America AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fln
FTLB,first trust low beta income etf,First Trust Low Beta Income ETF,n/a,n/a,http://www.nasdaq.com/symbol/ftlb
LMBS,first trust low duration opportunities etf,First Trust Low Duration Opportunities ETF,n/a,n/a,http://www.nasdaq.com/symbol/lmbs
FMB,first trust managed municipal etf,First Trust Managed Municipal ETF,n/a,n/a,http://www.nasdaq.com/symbol/fmb
FMK,first trust mega cap alphadex fund,First Trust Mega Cap AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fmk
FNX,first trust mid cap core alphadex fund,First Trust Mid Cap Core AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fnx
FNY,first trust mid cap growth alphadex fund,First Trust Mid Cap Growth AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fny
FNK,first trust mid cap value alphadex fund,First Trust Mid Cap Value AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fnk
FAD,first trust multi cap growth alphadex fund,First Trust Multi Cap Growth AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fad
FAB,first trust multi cap value alphadex fund,First Trust Multi Cap Value AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fab
MDIV,first trust multi-asset diversified income index fund,First Trust Multi-Asset Diversified Income Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/mdiv
MCEF,first trust municipal cef income opportunity etf,First Trust Municipal CEF Income Opportunity ETF,n/a,n/a,http://www.nasdaq.com/symbol/mcef
QABA,first trust nasdaq aba community bank index fund,First Trust NASDAQ ABA Community Bank Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/qaba
FTXO,first trust nasdaq bank etf,First Trust Nasdaq Bank ETF,n/a,n/a,http://www.nasdaq.com/symbol/ftxo
QCLN,first trust nasdaq clean edge green energy index fund,First Trust NASDAQ Clean Edge Green Energy Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/qcln
GRID,first trust nasdaq clean edge smart grid infrastructure index ,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,n/a,n/a,http://www.nasdaq.com/symbol/grid
CIBR,first trust nasdaq cybersecurity etf,First Trust NASDAQ Cybersecurity ETF,n/a,n/a,http://www.nasdaq.com/symbol/cibr
FTXG,first trust nasdaq food & beverage etf,First Trust Nasdaq Food & Beverage ETF,n/a,n/a,http://www.nasdaq.com/symbol/ftxg
CARZ,first trust nasdaq global auto index fund,First Trust NASDAQ Global Auto Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/carz
FTXN,first trust nasdaq oil & gas etf,First Trust Nasdaq Oil & Gas ETF,n/a,n/a,http://www.nasdaq.com/symbol/ftxn
FTXH,first trust nasdaq pharmaceuticals etf,First Trust Nasdaq Pharmaceuticals ETF,n/a,n/a,http://www.nasdaq.com/symbol/ftxh
FTXD,first trust nasdaq retail etf,First Trust Nasdaq Retail ETF,n/a,n/a,http://www.nasdaq.com/symbol/ftxd
FTXL,first trust nasdaq semiconductor etf,First Trust Nasdaq Semiconductor ETF,n/a,n/a,http://www.nasdaq.com/symbol/ftxl
FONE,first trust nasdaq smartphone index fund,First Trust NASDAQ Smartphone Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/fone
TDIV,first trust nasdaq technology dividend index fund,First Trust NASDAQ Technology Dividend Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/tdiv
FTXR,first trust nasdaq transportation etf,First Trust Nasdaq Transportation ETF,n/a,n/a,http://www.nasdaq.com/symbol/ftxr
QQEW,first trust nasdaq-100 equal weighted index fund,First Trust NASDAQ-100 Equal Weighted Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/qqew
QQXT,first trust nasdaq-100 ex-technology sector index fund,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/qqxt
QTEC,first trust nasdaq-100- technology index fund,First Trust NASDAQ-100- Technology Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/qtec
AIRR,first trust rba american industrial renaissance etf,First Trust RBA American Industrial Renaissance ETF,n/a,n/a,http://www.nasdaq.com/symbol/airr
QINC,first trust rba quality income etf,First Trust RBA Quality Income ETF,n/a,n/a,http://www.nasdaq.com/symbol/qinc
RDVY,first trust rising dividend achievers etf,First Trust Rising Dividend Achievers ETF,n/a,n/a,http://www.nasdaq.com/symbol/rdvy
RFAP,first trust riverfront dynamic asia pacific etf,First Trust RiverFront Dynamic Asia Pacific ETF,n/a,n/a,http://www.nasdaq.com/symbol/rfap
RFDI,first trust riverfront dynamic developed international etf,First Trust RiverFront Dynamic Developed International ETF,n/a,n/a,http://www.nasdaq.com/symbol/rfdi
RFEM,first trust riverfront dynamic emerging markets etf,First Trust RiverFront Dynamic Emerging Markets ETF,n/a,n/a,http://www.nasdaq.com/symbol/rfem
RFEU,first trust riverfront dynamic europe etf,First Trust RiverFront Dynamic Europe ETF,n/a,n/a,http://www.nasdaq.com/symbol/rfeu
FTSL,first trust senior loan fund etf,First Trust Senior Loan Fund ETF,n/a,n/a,http://www.nasdaq.com/symbol/ftsl
FYX,first trust small cap core alphadex fund,First Trust Small Cap Core AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fyx
FYC,first trust small cap growth alphadex fund,First Trust Small Cap Growth AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fyc
FYT,first trust small cap value alphadex fund,First Trust Small Cap Value AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fyt
FKO,first trust south korea alphadex fund,First Trust South Korea AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fko
FCVT,first trust ssi strategic convertible securities etf,First Trust SSI Strategic Convertible Securities ETF,n/a,n/a,http://www.nasdaq.com/symbol/fcvt
FDIV,first trust strategic income etf,First Trust Strategic Income ETF,n/a,n/a,http://www.nasdaq.com/symbol/fdiv
FSZ,first trust switzerland alphadex fund,First Trust Switzerland AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fsz
FTW,first trust taiwan alphadex fund,First Trust Taiwan AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/ftw
FIXD,first trust tcw opportunistic fixed income etf,First Trust TCW Opportunistic Fixed Income ETF,n/a,n/a,http://www.nasdaq.com/symbol/fixd
TUSA,first trust total us market alphadex etf,First Trust Total US Market AlphaDEX ETF,n/a,n/a,http://www.nasdaq.com/symbol/tusa
FKU,first trust united kingdom alphadex fund,First Trust United Kingdom AlphaDEX Fund,n/a,n/a,http://www.nasdaq.com/symbol/fku
FUNC,first united corporation,First United Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/func
FUSB,"first us bancshares, inc.","First US Bancshares, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/fusb
SVVC,"firsthand technology value fund, inc.","Firsthand Technology Value Fund, Inc.",n/a,n/a,http://www.nasdaq.com/symbol/svvc
FSV,firstservice corporation,FirstService Corporation,Finance,Real Estate,http://www.nasdaq.com/symbol/fsv
FISV,"fiserv, inc.","Fiserv, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/fisv
FIVE,"five below, inc.","Five Below, Inc.",Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/five
FPRX,"five prime therapeutics, inc.","Five Prime Therapeutics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fprx
FVE,five star senior living inc.,Five Star Senior Living Inc.,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/fve
FIVN,"five9, inc.","Five9, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/fivn
FLEX,flex ltd.,Flex Ltd.,Technology,Electrical Products,http://www.nasdaq.com/symbol/flex
FLKS,"flex pharma, inc.","Flex Pharma, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flks
FLXN,"flexion therapeutics, inc.","Flexion Therapeutics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flxn
SKOR,flexshares credit-scored us corporate bond index fund,FlexShares Credit-Scored US Corporate Bond Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/skor
LKOR,flexshares credit-scored us long corporate bond index fund,FlexShares Credit-Scored US Long Corporate Bond Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/lkor
MBSD,flexshares disciplined duration mbs index fund,FlexShares Disciplined Duration MBS Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/mbsd
ASET,flexshares real assets allocation index fund,FlexShares Real Assets Allocation Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/aset
ESGG,flexshares stoxx global esg impact index fund,FlexShares STOXX Global ESG Impact Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/esgg
ESG,flexshares stoxx us esg impact index fund,FlexShares STOXX US ESG Impact Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/esg
QLC,flexshares us quality large cap index fund,FlexShares US Quality Large Cap Index Fund,n/a,n/a,http://www.nasdaq.com/symbol/qlc
FPAY,"flexshopper, inc.","FlexShopper, Inc.",Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/fpay
FLXS,"flexsteel industries, inc.","Flexsteel Industries, Inc.",Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/flxs
FLIR,"flir systems, inc.","FLIR Systems, Inc.",Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flir
FLDM,fluidigm corporation,Fluidigm Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/fldm
FFIC,flushing financial corporation,Flushing Financial Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/ffic
FOMX,foamix pharmaceuticals ltd.,Foamix Pharmaceuticals Ltd.,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/fomx
FOGO,"fogo de chao, inc.","Fogo de Chao, Inc.",Consumer Services,Restaurants,http://www.nasdaq.com/symbol/fogo
FONR,fonar corporation,Fonar Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/fonr
FH,form holdings corp.,FORM Holdings Corp.,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/fh
FORM,"formfactor, inc.","FormFactor, Inc.",Technology,Semiconductors,http://www.nasdaq.com/symbol/form
FORTY,formula systems (1985) ltd.,Formula Systems (1985) Ltd.,Technology,EDP Services,http://www.nasdaq.com/symbol/forty
FORR,"forrester research, inc.","Forrester Research, Inc.",Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/forr
FRTA,"forterra, inc.","Forterra, Inc.",Capital Goods,Building Materials,http://www.nasdaq.com/symbol/frta
FTNT,"fortinet, inc.","Fortinet, Inc.",Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ftnt
FBIO,"fortress biotech, inc.","Fortress Biotech, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fbio
FWRD,forward air corporation,Forward Air Corporation,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/fwrd
FORD,"forward industries, inc.","Forward Industries, Inc.",Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/ford
FWP,forward pharma a/s,Forward Pharma A/S,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fwp
FOSL,"fossil group, inc.","Fossil Group, Inc.",Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/fosl
FMI,"foundation medicine, inc.","Foundation Medicine, Inc.",Health Care,Medical Specialities,http://www.nasdaq.com/symbol/fmi
FOXF,fox factory holding corp.,Fox Factory Holding Corp.,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/foxf
FRAN,francesca&#39;s holdings corporation,Francesca&#39;s Holdings Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/fran
FELE,"franklin electric co., inc.","Franklin Electric Co., Inc.",Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/fele
FRED,"fred&#39;s, inc.","Fred&#39;s, Inc.",Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/fred
RAIL,"freightcar america, inc.","Freightcar America, Inc.",Capital Goods,Railroads,http://www.nasdaq.com/symbol/rail
FEIM,"frequency electronics, inc.","Frequency Electronics, Inc.",Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/feim
FRPT,"freshpet, inc.","Freshpet, Inc.",Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/frpt
FTEO,"fronteo, inc.","FRONTEO, Inc.",n/a,n/a,http://www.nasdaq.com/symbol/fteo
FTR,frontier communications corporation,Frontier Communications Corporation,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftr
